emp_id,emp_name,gender,age,dept_id,dept_name,salary,bonus,hire_date,experience_years,performance_rating,is_promoted
7480,Deepak Patel,Female,35,107,Admin,48340,8255.76,2024-03-10,14,5,1
7481,Kavya Reddy,Female,29,106,Operations,82629,5620.95,2021-11-05,1,1,1
7482,Priya Reddy,Male,41,107,Admin,77734,9941.71,2023-12-10,13,5,1
7483,Kavya Gupta,Male,43,103,Finance,123973,6373.9,2018-07-08,7,2,0
7484,Imran Bose,Female,22,104,Sales,71003,3822.19,2020-12-25,0,5,0
7485,Pooja Singh,Female,46,106,Operations,103535,15787.99,2018-08-27,21,1,0
7486,Nisha Mehta,Female,52,101,IT,170761,10563.05,2020-04-29,26,1,0
7487,Neha Khan,Male,37,105,Marketing,77596,12573.36,2017-08-06,1,4,0
7488,Varun Kapoor,Female,43,102,HR,44154,4207.11,2016-03-03,12,3,0
7489,Sneha Kapoor,Male,45,107,Admin,64303,5410.41,2022-12-22,11,3,0
7490,Swati Kapoor,Male,39,105,Marketing,58162,10252.06,2024-11-29,0,3,1
7491,Manish Singh,Female,57,103,Finance,63622,3633.54,2024-07-20,20,2,0
7492,Nisha Kapoor,Male,50,104,Sales,75184,8335.05,2024-08-18,15,3,0
7493,Sneha Khan,Female,56,102,HR,71513,7316.49,2019-08-31,22,5,0
7494,Aditya Bose,Male,27,107,Admin,63833,10952.08,2019-12-07,4,3,0
7495,Manish Bose,Male,32,101,IT,83701,12546.99,2021-09-10,4,4,0
7496,Pooja Rao,Female,40,104,Sales,116143,11227.08,2016-05-07,17,5,1
7497,Deepak Rao,Male,38,104,Sales,40606,2682.02,2020-08-19,13,5,0
7498,Divya Sharma,Male,22,104,Sales,131073,16583.43,2014-08-13,1,3,1
7499,Rahul Verma,Male,28,106,Operations,62159,5808.04,2021-10-07,6,4,1
7500,Kavya Reddy,Female,46,103,Finance,131038,18641.13,2020-07-07,12,4,1
7501,Arjun Gupta,Female,31,102,HR,49538,4873.21,2019-05-14,11,5,0
7502,Meera Bose,Male,46,104,Sales,83632,6768.91,2019-11-16,4,1,1
7503,Pooja Kapoor,Female,26,104,Sales,132340,13669.32,2017-11-24,3,5,0
7504,Aditya Khan,Male,50,105,Marketing,47068,5848.52,2020-08-09,24,1,1
7505,Meera Bose,Male,51,103,Finance,118895,21086.5,2014-05-24,2,1,0
7506,Priya Mehta,Female,28,104,Sales,49474,9774.27,2024-05-29,6,4,0
7507,Rohit Kapoor,Male,29,101,IT,83978,7142.31,2019-09-07,6,4,1
7508,Imran Patel,Male,44,102,HR,54881,9815.9,2019-06-07,2,3,1
7509,Karan Sharma,Female,26,103,Finance,73907,7587.79,2026-02-10,0,2,1
7510,Varun Sharma,Male,57,103,Finance,79877,14878.43,2020-01-24,33,2,0
7511,Amit Patel,Female,27,103,Finance,94781,9404.27,2019-04-14,7,3,1
7512,Rahul Das,Male,44,102,HR,87624,13381.39,2025-01-29,16,3,0
7513,Manish Verma,Male,50,104,Sales,96773,5799.08,2022-05-18,21,1,1
7514,Manish Patel,Female,26,102,HR,89827,4796.33,2014-07-27,5,2,0
7515,Pooja Singh,Female,46,107,Admin,49525,5509.5,2015-11-07,11,3,0
7516,Rohit Bose,Female,60,106,Operations,117645,12134.21,2021-12-01,6,3,1
7517,Sneha Chopra,Female,55,103,Finance,66414,3641.6,2016-03-12,35,1,0
7518,Deepak Mehta,Female,33,102,HR,33956,4979.74,2018-01-02,7,2,1
7519,Rahul Chopra,Female,60,107,Admin,58223,8035.42,2025-05-01,5,1,1
7520,Sneha Khan,Female,48,104,Sales,86823,4934.23,2017-04-21,14,1,1
7521,Rakesh Kapoor,Female,42,105,Marketing,112434,8285.01,2015-03-12,21,5,1
7522,Aditya Kapoor,Female,48,104,Sales,108245,6837.0,2021-12-27,17,5,1
7523,Neha Khan,Male,25,102,HR,70497,12139.41,2018-07-27,3,4,1
7524,Sanjay Khan,Male,45,105,Marketing,109916,9513.38,2018-09-22,1,2,1
7525,Priya Rao,Female,27,106,Operations,53103,7644.89,2018-05-08,5,2,0
7526,Rohit Mehta,Female,32,107,Admin,73535,9722.44,2020-12-14,3,5,0
7527,Manish Singh,Female,25,101,IT,60390,9109.83,2014-05-27,1,4,0
7528,Deepak Das,Female,27,105,Marketing,85908,5723.26,2021-08-08,4,5,1
7529,Swati Das,Male,50,107,Admin,59192,10783.27,2019-01-11,13,5,1
7530,Rakesh Reddy,Male,28,106,Operations,53381,7854.89,2014-05-03,6,3,0
7531,Sanjay Bose,Male,46,105,Marketing,78445,12761.71,2023-05-16,21,5,0
7532,Swati Singh,Female,48,102,HR,79253,6703.89,2017-11-11,23,3,1
7533,Simran Bose,Male,49,107,Admin,62234,12005.87,2025-02-28,22,1,0
7534,Imran Reddy,Male,46,107,Admin,52328,5398.63,2016-08-15,20,4,0
7535,Nisha Kapoor,Female,44,107,Admin,73082,4686.57,2015-11-07,19,2,0
7536,Pooja Joshi,Male,27,104,Sales,129906,9620.84,2018-02-25,5,2,0
7537,Swati Iyer,Female,24,101,IT,155788,14134.19,2023-11-14,1,3,0
7538,Kavya Reddy,Female,29,107,Admin,68560,12156.85,2014-08-04,7,2,1
7539,Anjali Das,Male,60,106,Operations,94684,18814.82,2014-07-21,7,5,1
7540,Divya Rao,Male,31,102,HR,64887,3797.33,2025-09-10,9,5,0
7541,Rohit Singh,Male,44,103,Finance,119653,23117.62,2015-08-10,18,2,1
7542,Aditya Singh,Female,55,101,IT,119586,19397.65,2019-11-26,1,5,1
7543,Manish Rao,Male,27,105,Marketing,108069,5796.62,2016-11-04,0,2,1
7544,Rohit Das,Male,35,104,Sales,87990,6772.05,2020-03-19,14,5,1
7545,Anjali Verma,Female,59,105,Marketing,95545,5902.31,2026-01-31,10,1,0
7546,Nisha Chopra,Male,38,101,IT,65588,5327.57,2021-07-05,9,4,1
7547,Sanjay Rao,Male,42,106,Operations,80079,7398.47,2014-05-26,10,5,0
7548,Simran Rao,Male,24,103,Finance,118004,19604.25,2015-10-29,0,2,1
7549,Varun Patel,Male,31,103,Finance,66089,12649.74,2025-05-19,0,4,0
7550,Meera Reddy,Male,46,106,Operations,71968,9031.93,2020-04-15,21,5,0
7551,Vivek Patel,Male,28,106,Operations,116475,21772.6,2020-06-19,0,5,1
7552,Varun Patel,Female,27,104,Sales,53279,8091.58,2022-09-10,6,3,0
7553,Vivek Rao,Female,44,103,Finance,93436,14768.06,2022-05-28,10,3,0
7554,Anjali Bose,Male,46,101,IT,121853,22871.76,2018-08-19,17,5,1
7555,Simran Gupta,Male,24,107,Admin,58368,11217.21,2023-01-03,3,2,1
7556,Aditya Singh,Female,32,106,Operations,108566,16576.62,2022-03-14,3,3,1
7557,Deepak Kapoor,Female,39,104,Sales,45043,7831.78,2022-08-29,0,5,1
7558,Anjali Patel,Male,38,104,Sales,129767,10241.66,2020-01-04,10,1,0
7559,Manish Bose,Female,21,101,IT,130034,8549.94,2023-09-11,1,5,1
7560,Deepak Joshi,Female,40,103,Finance,134206,12011.64,2015-05-07,4,5,0
7561,Rahul Sharma,Male,27,104,Sales,67240,13295.3,2025-09-12,1,2,0
7562,Karan Bose,Female,54,101,IT,114912,13648.87,2021-01-02,14,4,0
7563,Amit Singh,Female,52,104,Sales,47173,9246.08,2019-08-24,13,3,1
7564,Deepak Singh,Male,54,107,Admin,49753,8111.92,2018-12-10,20,4,0
7565,Divya Nair,Female,25,103,Finance,133580,21897.05,2022-04-04,0,4,1
7566,Divya Khan,Male,27,102,HR,66534,3909.62,2023-05-04,1,4,0
7567,Priya Reddy,Male,46,101,IT,74866,12938.72,2022-09-09,4,2,0
7568,Rakesh Rao,Female,52,103,Finance,137741,27492.4,2016-02-17,9,1,0
7569,Rohit Das,Female,45,103,Finance,149727,11534.95,2018-06-08,10,3,0
7570,Anjali Reddy,Female,37,106,Operations,117502,16002.13,2023-10-08,8,4,0
7571,Kavya Nair,Male,55,103,Finance,89454,12477.64,2014-11-18,19,2,0
7572,Divya Nair,Male,44,101,IT,121419,6249.53,2019-09-09,0,5,0
7573,Rahul Sharma,Female,48,102,HR,84319,6773.25,2021-05-27,22,3,0
7574,Sanjay Gupta,Male,53,105,Marketing,68295,11872.83,2014-09-06,23,5,1
7575,Karan Chopra,Female,57,103,Finance,69674,4248.59,2016-05-18,32,3,1
7576,Amit Sharma,Female,40,101,IT,93481,15639.51,2019-06-29,18,1,0
7577,Arjun Singh,Female,42,102,HR,75876,7475.03,2024-03-20,16,2,0
7578,Imran Rao,Male,50,106,Operations,60550,6945.79,2019-06-16,23,5,1
7579,Kavya Nair,Male,48,107,Admin,54495,5561.46,2015-10-17,26,4,0
7580,Aditya Mehta,Male,23,102,HR,80513,7359.68,2024-12-03,1,1,0
7581,Manish Bose,Female,56,107,Admin,35966,3965.03,2021-04-09,28,2,1
7582,Priya Rao,Male,34,103,Finance,113258,19069.09,2024-02-01,5,4,0
7583,Rahul Chopra,Female,54,105,Marketing,51349,9409.15,2025-04-23,10,2,0
7584,Vivek Das,Male,54,101,IT,124725,24382.77,2024-03-08,16,5,0
7585,Pooja Gupta,Male,49,105,Marketing,67996,10699.52,2017-06-05,21,2,0
7586,Deepak Patel,Male,24,101,IT,137829,26375.8,2019-12-01,3,4,0
7587,Manish Reddy,Male,21,105,Marketing,39617,3742.15,2023-11-15,0,1,0
7588,Divya Bose,Male,29,105,Marketing,37549,3403.74,2015-12-23,2,2,0
7589,Amit Verma,Male,22,102,HR,68059,3973.45,2014-09-01,1,3,1
7590,Rahul Sharma,Female,35,101,IT,66878,5057.03,2024-07-18,3,1,0
7591,Sneha Bose,Male,49,102,HR,55436,4517.27,2025-03-24,19,3,1
7592,Vivek Khan,Male,24,102,HR,36174,5388.3,2018-03-09,1,3,0
7593,Sneha Bose,Male,39,103,Finance,85624,7091.32,2022-08-09,8,4,1
7594,Divya Gupta,Female,59,102,HR,44521,6636.29,2018-01-10,1,2,1
7595,Karan Chopra,Male,21,106,Operations,85461,13606.78,2020-04-26,1,5,0
7596,Meera Gupta,Male,57,101,IT,139793,21229.93,2015-01-20,7,1,0
7597,Priya Chopra,Male,22,101,IT,103188,9859.81,2020-04-18,1,4,0
7598,Arjun Bose,Female,43,105,Marketing,100852,8661.28,2016-10-21,5,2,1
7599,Arjun Joshi,Male,44,101,IT,148129,17222.83,2025-10-21,19,4,0
7600,Vivek Das,Male,39,106,Operations,98348,16971.94,2017-03-18,2,1,1
7601,Sanjay Singh,Male,42,106,Operations,69928,6309.62,2015-04-23,18,1,1
7602,Meera Khan,Female,56,107,Admin,49534,8836.1,2014-08-19,0,2,1
7603,Deepak Rao,Female,47,104,Sales,84986,12995.56,2018-02-26,9,2,0
7604,Imran Nair,Female,59,101,IT,119536,14156.12,2018-10-14,30,4,1
7605,Aditya Iyer,Male,23,106,Operations,121447,24062.93,2015-09-24,2,5,1
7606,Deepak Chopra,Female,49,103,Finance,136723,12130.15,2020-01-09,0,5,0
7607,Pooja Khan,Female,44,107,Admin,60994,9925.45,2015-08-02,5,5,1
7608,Amit Chopra,Male,54,105,Marketing,91221,10799.56,2023-04-05,28,3,1
7609,Manish Das,Male,53,105,Marketing,59525,3432.17,2014-11-08,21,4,0
7610,Sneha Verma,Male,32,104,Sales,49191,4543.47,2019-03-13,12,1,0
7611,Manish Reddy,Female,48,107,Admin,61292,8574.65,2015-04-06,0,4,0
7612,Simran Bose,Female,38,101,IT,114096,20465.99,2024-07-04,12,4,0
7613,Nisha Nair,Male,60,107,Admin,65452,8511.46,2019-01-13,28,2,1
7614,Deepak Khan,Female,25,103,Finance,82178,10973.91,2016-10-06,1,2,0
7615,Nisha Iyer,Female,48,107,Admin,74403,14066.81,2014-05-12,16,4,0
7616,Aditya Singh,Male,30,102,HR,67472,5928.81,2019-09-23,0,5,1
7617,Priya Mehta,Female,32,105,Marketing,39507,3696.08,2019-09-22,12,5,0
7618,Swati Singh,Male,41,106,Operations,128325,10386.04,2018-03-18,3,1,0
7619,Neha Mehta,Female,59,101,IT,129748,7403.03,2020-12-12,12,4,0
7620,Anjali Sharma,Male,42,104,Sales,51492,8172.66,2018-01-12,5,4,0
7621,Karan Reddy,Female,41,106,Operations,114464,14445.49,2020-02-13,14,5,1
7622,Sneha Rao,Female,39,105,Marketing,40681,3613.11,2022-02-03,6,3,0
7623,Sneha Iyer,Female,34,105,Marketing,71606,9762.62,2016-11-22,1,5,0
7624,Simran Iyer,Male,39,102,HR,73113,9470.26,2014-03-04,13,1,0
7625,Anjali Kapoor,Male,31,101,IT,60346,6410.27,2017-04-20,4,4,1
7626,Varun Joshi,Male,28,106,Operations,83818,6070.61,2023-01-20,3,3,0
7627,Sanjay Verma,Female,38,101,IT,123408,8058.71,2021-12-11,3,3,1
7628,Aditya Chopra,Female,50,103,Finance,96201,15158.6,2022-07-01,12,2,0
7629,Rahul Gupta,Male,22,105,Marketing,105055,6404.53,2015-08-06,1,2,0
7630,Manish Sharma,Male,55,105,Marketing,111228,10005.39,2022-07-19,12,2,1
7631,Aditya Das,Male,57,102,HR,43424,6252.69,2021-07-30,27,3,0
7632,Varun Reddy,Male,44,101,IT,53825,9387.18,2020-11-30,9,1,0
7633,Anjali Rao,Male,27,106,Operations,60760,4393.38,2022-03-31,2,1,0
7634,Arjun Iyer,Female,43,107,Admin,78027,7132.5,2020-12-29,16,2,1
7635,Kavya Chopra,Male,32,104,Sales,92047,10811.46,2023-08-31,1,1,1
7636,Vivek Bose,Female,55,102,HR,56193,3176.82,2018-03-28,25,2,1
7637,Simran Singh,Female,50,103,Finance,157970,13149.96,2018-02-07,27,4,1
7638,Swati Das,Female,55,103,Finance,129937,9333.1,2017-08-29,16,1,0
7639,Arjun Mehta,Male,26,101,IT,80466,14844.32,2025-07-01,5,4,0
7640,Deepak Gupta,Male,30,104,Sales,114906,11078.26,2015-06-08,7,2,1
7641,Deepak Gupta,Male,56,105,Marketing,81005,7483.45,2023-09-24,25,1,1
7642,Manish Patel,Female,53,101,IT,76738,8032.62,2021-07-09,28,3,0
7643,Deepak Joshi,Female,53,105,Marketing,63419,4607.19,2024-02-14,4,3,0
7644,Anjali Patel,Female,37,104,Sales,109157,18241.63,2019-12-19,4,5,0
7645,Swati Joshi,Female,40,107,Admin,40223,3177.45,2023-09-24,14,5,0
7646,Sneha Rao,Male,39,102,HR,54057,5978.53,2017-07-10,11,5,1
7647,Imran Joshi,Female,55,102,HR,81434,7117.84,2016-03-28,4,4,0
7648,Imran Khan,Female,60,105,Marketing,39876,3878.36,2022-05-20,3,5,1
7649,Priya Bose,Female,33,107,Admin,34562,3020.27,2022-12-30,8,2,1
7650,Rohit Reddy,Male,49,106,Operations,121017,21113.86,2023-01-06,2,1,1
7651,Rohit Kapoor,Male,26,104,Sales,43163,4801.31,2017-01-19,1,5,1
7652,Anjali Patel,Female,52,105,Marketing,109174,21076.19,2015-12-15,2,5,1
7653,Nisha Kapoor,Female,23,107,Admin,74117,7704.92,2018-07-20,1,5,0
7654,Aditya Mehta,Male,53,102,HR,88209,14854.22,2015-06-22,21,1,0
7655,Anjali Iyer,Female,41,104,Sales,56937,9384.99,2015-05-01,20,4,0
7656,Amit Das,Male,32,102,HR,60810,11207.37,2014-03-02,5,1,1
7657,Sneha Mehta,Male,43,105,Marketing,111087,17463.56,2015-06-07,18,4,0
7658,Divya Rao,Male,38,101,IT,118043,19329.67,2022-11-14,13,1,1
7659,Sneha Kapoor,Male,49,106,Operations,93801,18510.47,2023-12-29,25,2,0
7660,Vivek Reddy,Female,25,105,Marketing,114545,9539.59,2016-03-18,1,3,1
7661,Vivek Singh,Female,55,105,Marketing,60734,10014.79,2014-04-21,24,2,1
7662,Amit Reddy,Male,44,103,Finance,109529,8092.38,2015-01-09,14,4,0
7663,Kavya Iyer,Female,31,105,Marketing,48703,3020.29,2022-08-05,7,3,0
7664,Divya Das,Male,42,101,IT,153207,12039.79,2017-12-16,12,1,0
7665,Manish Khan,Female,23,101,IT,165401,10515.25,2017-09-24,3,4,0
7666,Karan Patel,Female,48,103,Finance,70259,10711.88,2014-07-24,14,2,0
7667,Vivek Iyer,Male,29,106,Operations,97864,6237.1,2024-10-17,9,4,1
7668,Arjun Singh,Female,48,105,Marketing,79181,10300.39,2025-09-14,4,2,0
7669,Rahul Iyer,Male,59,106,Operations,103011,13465.69,2022-01-04,5,5,1
7670,Varun Sharma,Male,34,102,HR,52896,8083.92,2020-04-21,11,4,0
7671,Vivek Gupta,Male,33,106,Operations,108601,15209.48,2024-07-21,4,2,1
7672,Neha Sharma,Female,25,103,Finance,76531,7834.04,2020-11-11,1,3,0
7673,Pooja Verma,Male,41,101,IT,75424,13536.88,2022-09-20,11,1,1
7674,Rohit Das,Female,42,101,IT,66821,8757.51,2017-10-15,13,3,0
7675,Sneha Khan,Female,25,107,Admin,47070,5608.04,2014-03-18,0,3,0
7676,Neha Das,Female,31,105,Marketing,53405,10364.19,2020-08-04,3,1,0
7677,Nisha Sharma,Female,26,101,IT,82319,6963.0,2014-11-07,2,2,0
7678,Meera Das,Female,24,106,Operations,90971,11770.14,2021-02-20,0,3,0
7679,Swati Gupta,Male,48,104,Sales,77447,10322.69,2020-05-11,12,4,0
7680,Varun Joshi,Male,29,106,Operations,115960,6036.25,2022-02-27,9,2,0
7681,Deepak Mehta,Male,40,104,Sales,101212,14611.27,2025-07-12,20,4,1
7682,Neha Rao,Male,48,104,Sales,42659,6012.86,2023-01-03,22,2,0
7683,Anjali Das,Female,33,107,Admin,32728,2686.25,2022-09-16,7,4,0
7684,Arjun Joshi,Male,45,102,HR,64669,7208.57,2020-03-05,12,5,1
7685,Karan Gupta,Male,32,101,IT,118293,21963.96,2023-08-05,10,1,1
7686,Neha Patel,Female,27,105,Marketing,106767,11929.33,2022-11-26,0,3,0
7687,Karan Chopra,Male,30,102,HR,47048,9094.67,2022-02-19,7,4,1
7688,Sanjay Chopra,Male,29,102,HR,56041,11198.29,2016-07-12,8,2,0
7689,Neha Das,Female,29,107,Admin,68906,11770.63,2024-10-13,7,5,0
7690,Manish Das,Male,53,103,Finance,137893,20136.77,2020-05-07,33,2,0
7691,Imran Chopra,Male,58,106,Operations,126132,12974.03,2019-03-22,2,3,1
7692,Anjali Patel,Female,49,107,Admin,53915,5563.66,2014-07-27,25,5,0
7693,Priya Joshi,Male,58,107,Admin,30868,6025.64,2014-04-28,7,1,1
7694,Karan Verma,Female,45,106,Operations,53638,7711.61,2020-04-22,12,1,1
7695,Arjun Iyer,Male,44,104,Sales,59255,6628.84,2025-03-15,6,1,1
7696,Manish Nair,Male,37,105,Marketing,95321,5610.57,2023-06-19,11,2,1
7697,Rahul Joshi,Male,23,102,HR,66085,7732.17,2022-07-24,2,3,1
7698,Deepak Khan,Male,40,107,Admin,58362,5097.75,2017-08-01,18,1,0
7699,Sanjay Rao,Male,51,105,Marketing,62167,10572.06,2024-12-12,0,4,1
7700,Kavya Patel,Male,29,103,Finance,64568,6231.43,2024-04-17,0,1,1
7701,Vivek Bose,Female,33,105,Marketing,86818,12258.13,2016-09-23,2,3,1
7702,Rakesh Nair,Male,59,102,HR,66883,9575.81,2015-05-24,25,2,1
7703,Varun Gupta,Female,58,101,IT,101483,8191.6,2019-04-16,4,4,0
7704,Sneha Singh,Male,32,103,Finance,128101,21537.05,2025-10-29,12,5,0
7705,Rohit Patel,Male,58,107,Admin,47623,8239.05,2025-09-08,16,1,0
7706,Rahul Nair,Female,39,103,Finance,130541,14162.65,2017-05-11,19,2,1
7707,Sneha Singh,Female,53,105,Marketing,103357,15808.71,2020-01-15,11,2,0
7708,Swati Singh,Male,47,107,Admin,31367,1834.81,2022-08-15,8,2,0
7709,Sanjay Chopra,Male,42,101,IT,153444,27935.32,2019-09-26,7,1,0
7710,Sanjay Chopra,Male,48,103,Finance,82790,13836.03,2017-05-04,9,3,0
7711,Amit Chopra,Male,56,101,IT,95282,18918.28,2017-11-30,8,1,1
7712,Rohit Bose,Male,40,103,Finance,91181,12393.53,2024-02-29,19,2,1
7713,Priya Sharma,Female,34,102,HR,78521,6148.94,2018-03-06,10,1,1
7714,Varun Sharma,Male,57,107,Admin,58540,6730.31,2015-03-22,29,5,1
7715,Anjali Verma,Female,49,102,HR,40400,2907.74,2019-09-15,24,1,1
7716,Rohit Chopra,Male,51,106,Operations,120131,11626.24,2014-02-24,31,4,0
7717,Anjali Iyer,Female,48,102,HR,89346,14201.4,2018-01-23,19,1,1
7718,Imran Patel,Female,59,101,IT,113297,16817.55,2016-11-29,27,5,1
7719,Amit Nair,Female,38,106,Operations,70336,9369.0,2022-11-24,13,3,0
7720,Rakesh Chopra,Male,30,103,Finance,111470,19947.19,2020-01-05,4,3,0
7721,Vivek Mehta,Male,35,102,HR,73766,8630.42,2015-02-23,6,1,1
7722,Karan Nair,Female,50,104,Sales,42842,6140.25,2022-06-03,30,4,0
7723,Amit Joshi,Female,24,102,HR,31863,6014.68,2016-01-29,4,2,0
7724,Vivek Joshi,Female,21,105,Marketing,108402,9577.98,2024-09-20,0,5,1
7725,Amit Bose,Female,57,102,HR,75762,5139.38,2019-12-13,3,5,1
7726,Manish Verma,Male,40,102,HR,35846,6427.89,2018-02-08,17,5,1
7727,Karan Joshi,Male,47,106,Operations,108920,14743.8,2014-09-16,17,3,0
7728,Rohit Rao,Female,47,101,IT,148134,11005.31,2018-08-23,1,5,1
7729,Rohit Nair,Female,22,102,HR,69351,3615.05,2016-08-31,1,2,0
7730,Sneha Joshi,Male,29,106,Operations,107589,15182.75,2014-11-23,8,1,1
7731,Anjali Mehta,Male,31,104,Sales,71440,14071.21,2015-01-29,6,2,1
7732,Rakesh Iyer,Male,26,102,HR,61525,4080.98,2021-09-13,6,1,1
7733,Rakesh Gupta,Male,34,107,Admin,67170,12600.21,2023-04-12,4,3,0
7734,Vivek Sharma,Male,21,101,IT,157475,12683.45,2023-04-19,0,2,1
7735,Arjun Singh,Female,26,104,Sales,84318,11465.29,2017-08-13,6,4,1
7736,Amit Mehta,Male,29,107,Admin,72736,7075.5,2020-10-01,2,3,1
7737,Kavya Nair,Female,59,105,Marketing,56255,9383.53,2018-02-10,33,1,1
7738,Anjali Joshi,Male,58,105,Marketing,84507,14739.6,2024-09-29,21,4,1
7739,Karan Verma,Female,30,107,Admin,36730,4482.59,2021-02-22,1,1,0
7740,Arjun Gupta,Male,38,107,Admin,63863,4435.8,2025-06-11,12,2,1
7741,Vivek Reddy,Female,57,104,Sales,102544,7137.92,2017-12-02,25,5,1
7742,Karan Mehta,Male,32,107,Admin,52094,7383.46,2024-04-23,7,5,0
7743,Manish Sharma,Male,35,104,Sales,82910,7369.12,2014-09-01,5,2,1
7744,Neha Joshi,Female,44,104,Sales,60751,7539.43,2023-03-10,13,4,0
7745,Manish Patel,Female,57,105,Marketing,107284,11003.16,2024-10-06,5,4,1
7746,Imran Patel,Male,28,106,Operations,79429,7707.25,2014-08-24,1,5,1
7747,Kavya Singh,Male,38,104,Sales,106776,13317.82,2021-12-16,15,5,0
7748,Nisha Iyer,Female,35,104,Sales,42705,7085.22,2016-08-07,6,4,0
7749,Karan Chopra,Male,40,103,Finance,153158,26177.08,2017-07-11,14,2,0
7750,Amit Das,Female,47,101,IT,106276,16520.75,2019-02-02,19,1,1
7751,Simran Verma,Female,40,105,Marketing,38346,2622.32,2018-01-21,8,5,1
7752,Varun Nair,Female,43,105,Marketing,60924,4637.92,2015-12-28,18,4,1
7753,Meera Das,Male,32,101,IT,141317,26718.11,2016-11-20,7,5,1
7754,Karan Das,Male,57,101,IT,78619,11885.27,2019-03-26,12,2,0
7755,Swati Khan,Female,27,101,IT,111204,7594.42,2023-09-15,2,1,0
7756,Priya Joshi,Female,41,104,Sales,130046,12866.89,2021-07-27,15,4,1
7757,Sneha Verma,Male,32,103,Finance,153903,14408.72,2018-07-24,3,2,1
7758,Anjali Chopra,Female,44,103,Finance,148264,9104.47,2023-06-19,18,1,0
7759,Rakesh Joshi,Female,22,105,Marketing,98636,18147.98,2021-02-10,0,5,0
7760,Varun Mehta,Male,33,102,HR,85850,5235.19,2016-01-17,5,3,0
7761,Karan Nair,Male,22,106,Operations,46329,7999.72,2025-11-16,0,3,0
7762,Nisha Joshi,Male,59,101,IT,144522,25138.59,2020-05-14,9,3,0
7763,Vivek Reddy,Male,47,104,Sales,108619,20124.67,2025-03-27,27,1,0
7764,Nisha Patel,Female,55,102,HR,56787,8361.42,2019-05-05,28,2,1
7765,Deepak Verma,Male,54,107,Admin,41218,6512.03,2024-10-12,27,5,1
7766,Vivek Bose,Female,36,101,IT,102181,5241.21,2023-07-31,4,5,1
7767,Divya Bose,Male,29,104,Sales,63604,8842.15,2014-05-09,8,2,0
7768,Aditya Bose,Female,58,105,Marketing,101432,14749.24,2015-06-15,35,4,0
7769,Aditya Verma,Female,54,105,Marketing,58975,9042.19,2024-07-20,17,4,1
7770,Karan Verma,Male,54,102,HR,36754,1976.93,2018-01-19,34,1,1
7771,Manish Iyer,Male,58,107,Admin,55424,9358.04,2023-12-09,35,5,1
7772,Neha Das,Male,29,107,Admin,52577,3268.1,2024-08-10,8,2,0
7773,Deepak Kapoor,Female,51,104,Sales,56378,8691.12,2023-07-19,7,5,0
7774,Aditya Iyer,Female,59,104,Sales,134962,22170.76,2024-05-16,35,5,1
7775,Sanjay Sharma,Female,22,107,Admin,37436,5248.12,2021-07-31,2,4,0
7776,Nisha Singh,Male,37,104,Sales,109774,19263.89,2018-03-08,7,1,1
7777,Varun Mehta,Female,32,101,IT,150672,25136.17,2020-08-12,9,5,0
7778,Nisha Rao,Female,39,104,Sales,128254,8831.48,2016-06-11,0,5,0
7779,Kavya Mehta,Female,57,101,IT,162715,19191.59,2015-11-03,6,1,1
7780,Sneha Khan,Female,45,107,Admin,70342,7366.03,2019-08-06,23,1,0
7781,Rohit Sharma,Male,38,101,IT,92174,9169.29,2023-04-28,18,2,0
7782,Pooja Patel,Male,34,101,IT,84271,9169.76,2020-08-19,8,4,1
7783,Sneha Mehta,Female,58,105,Marketing,88910,8787.87,2014-11-08,8,4,1
7784,Sanjay Das,Male,21,103,Finance,132961,16563.34,2020-11-15,0,4,1
7785,Amit Sharma,Female,60,101,IT,151841,24328.18,2018-05-08,35,2,1
7786,Simran Patel,Male,42,107,Admin,50191,3559.18,2023-08-15,21,1,0
7787,Vivek Joshi,Female,55,106,Operations,89290,13097.3,2015-11-14,31,4,1
7788,Priya Joshi,Male,44,104,Sales,82896,11060.55,2020-01-23,8,3,0
7789,Rahul Reddy,Male,41,104,Sales,57243,7911.46,2017-12-09,0,5,0
7790,Sneha Iyer,Male,44,103,Finance,131123,23527.47,2015-05-15,21,2,0
7791,Deepak Kapoor,Male,43,103,Finance,126146,22981.8,2020-09-29,8,3,1
7792,Varun Khan,Male,39,102,HR,64767,6634.44,2024-02-06,14,1,0
7793,Amit Verma,Female,59,103,Finance,97670,18796.76,2015-07-01,2,2,1
7794,Anjali Patel,Female,21,106,Operations,92560,14466.21,2019-08-09,1,4,1
7795,Kavya Chopra,Male,58,105,Marketing,40487,7007.03,2018-03-03,16,4,1
7796,Imran Gupta,Male,46,105,Marketing,56709,7281.51,2024-08-10,21,5,0
7797,Pooja Chopra,Male,35,107,Admin,34206,5902.89,2017-12-28,6,3,1
7798,Aditya Mehta,Female,47,103,Finance,106702,14597.52,2018-12-05,18,3,1
7799,Nisha Chopra,Male,39,104,Sales,69013,4166.29,2020-02-04,4,5,0
7800,Rahul Das,Male,60,104,Sales,62108,12121.37,2025-10-02,35,1,1
7801,Vivek Reddy,Female,31,106,Operations,75183,10467.94,2023-04-02,7,1,0
7802,Rohit Gupta,Female,22,103,Finance,130046,17544.81,2015-07-09,0,4,0
7803,Rohit Nair,Female,44,103,Finance,70929,11969.96,2021-08-04,24,4,0
